,results,results,results,results,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,parameters,results,results,results,results,results,results,results,results,results,results,results,results,results,results,results,parameters,parameters,parameters,results,results,results,results,results,parameters,parameters,parameters
48,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,2.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
49,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,2.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
50,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,2.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
51,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,0.5,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
52,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.0,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
53,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.5,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
54,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.0,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
55,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.5,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
56,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.0,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
57,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.5,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
58,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
59,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
60,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,3.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
61,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,0.5,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
62,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.0,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
63,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.5,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
64,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.0,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
65,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.5,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
66,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.0,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
67,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.5,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
68,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
69,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
70,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,3.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
71,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,0.5,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
72,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.0,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
73,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.5,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
74,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.0,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
75,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.5,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
76,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.0,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
77,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.5,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
78,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
79,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
80,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,4.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
81,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,0.5,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
82,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.0,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
83,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.5,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
84,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.0,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
85,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.5,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
86,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.0,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
87,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.5,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
88,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
89,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
90,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,4.5,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
91,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,0.5,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
92,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.0,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
93,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,1.5,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
94,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.0,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
95,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,2.5,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
96,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.0,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
97,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,3.5,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
98,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.0,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
99,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,4.5,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
100,NaN,NaN,NaN,NaN,10000,1,1,log_norm,100000.0,100000.0,100000.0,0,0,100000.0,log_norm,1e+18,100000000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,log_norm,5.0,5.0,NaN,NaN,NaN,NaN,NaN,log_gpm_norm,10,gaussian
